feature_set,cnn_weight,xgb_weight,threshold,f1
signature,0.9500000000000001,0.04999999999999993,0.4800000000000001,0.33353365384615385
garch,0.4,0.6,0.37000000000000005,0.33771929824561403
combined,0.8500000000000001,0.1499999999999999,0.4600000000000001,0.3350850077279753
