feature_set,cnn_weight,xgb_weight,threshold,f1
signature,0.8500000000000001,0.1499999999999999,0.4100000000000001,0.3334582240539528
garch,0.8,0.19999999999999996,0.4100000000000001,0.3335837716003005
combined,1.0,0.0,0.45000000000000007,0.3334582240539528
