Date,RealizationDate,Portfolio,RealizedNextReturn
1969-01-01,1969-02-01,ME4 BM1,-8.312
1969-01-01,1969-02-01,ME4 BM2,-7.0342
1969-01-01,1969-02-01,ME4 BM3,-5.2894
1969-01-01,1969-02-01,ME4 BM4,-7.2202
1969-01-01,1969-02-01,ME4 BM5,-8.4577
1969-01-01,1969-02-01,BIG LoBM,-3.2516
1969-01-01,1969-02-01,ME5 BM2,-3.4951
1969-01-01,1969-02-01,ME5 BM3,-4.9029
1969-01-01,1969-02-01,ME5 BM4,-4.6155
1969-01-01,1969-02-01,BIG HiBM,-6.2213
1969-02-01,1969-03-01,SMALL LoBM,3.1775
1969-02-01,1969-03-01,ME1 BM2,2.3374
1969-02-01,1969-03-01,ME1 BM3,3.7858
1969-02-01,1969-03-01,ME1 BM4,3.5932
1969-02-01,1969-03-01,SMALL HiBM,2.5114
1969-02-01,1969-03-01,ME2 BM1,4.187
1969-02-01,1969-03-01,ME2 BM2,1.1919
1969-02-01,1969-03-01,ME2 BM3,1.985
1969-02-01,1969-03-01,ME2 BM4,0.3368
1969-02-01,1969-03-01,ME2 BM5,5.4759
1969-02-01,1969-03-01,ME3 BM1,1.52
1969-02-01,1969-03-01,ME3 BM2,2.5739
1969-02-01,1969-03-01,ME3 BM3,1.6289
1969-02-01,1969-03-01,ME3 BM4,1.9775
1969-02-01,1969-03-01,ME3 BM5,2.7411
1969-02-01,1969-03-01,ME4 BM1,4.6443
1969-02-01,1969-03-01,ME4 BM2,-2.0594
1969-02-01,1969-03-01,ME4 BM3,2.4389
1969-02-01,1969-03-01,ME4 BM4,1.4516
1969-02-01,1969-03-01,ME4 BM5,3.3446
1969-02-01,1969-03-01,BIG LoBM,4.2638
1969-02-01,1969-03-01,ME5 BM2,2.6898
1969-02-01,1969-03-01,ME5 BM3,4.0547
1969-02-01,1969-03-01,ME5 BM4,1.9998
1969-02-01,1969-03-01,BIG HiBM,4.7576
1969-03-01,1969-04-01,SMALL LoBM,1.3315
1969-03-01,1969-04-01,ME1 BM2,-0.8561
1969-03-01,1969-04-01,ME1 BM3,1.726
1969-03-01,1969-04-01,ME1 BM4,1.6506
1969-03-01,1969-04-01,SMALL HiBM,0.5405
1969-03-01,1969-04-01,ME2 BM1,1.8162
1969-03-01,1969-04-01,ME2 BM2,1.7188
1969-03-01,1969-04-01,ME2 BM3,0.9495
1969-03-01,1969-04-01,ME2 BM4,-0.4834
1969-03-01,1969-04-01,ME2 BM5,4.6794
1969-03-01,1969-04-01,ME3 BM1,2.0257
1969-03-01,1969-04-01,ME3 BM2,0.6223
1969-03-01,1969-04-01,ME3 BM3,1.0744
1969-03-01,1969-04-01,ME3 BM4,1.3148
1969-03-01,1969-04-01,ME3 BM5,0.4867
1969-03-01,1969-04-01,ME4 BM1,2.979
1969-03-01,1969-04-01,ME4 BM2,2.108
1969-03-01,1969-04-01,ME4 BM3,0.2833
1969-03-01,1969-04-01,ME4 BM4,-0.4003
1969-03-01,1969-04-01,ME4 BM5,1.7139
1969-03-01,1969-04-01,BIG LoBM,3.745
1969-03-01,1969-04-01,ME5 BM2,0.9694
1969-03-01,1969-04-01,ME5 BM3,1.0189
1969-03-01,1969-04-01,ME5 BM4,3.0442
1969-03-01,1969-04-01,BIG HiBM,0.7448
1969-04-01,1969-05-01,SMALL LoBM,0.9621
1969-04-01,1969-05-01,ME1 BM2,0.9706
1969-04-01,1969-05-01,ME1 BM3,0.7638
1969-04-01,1969-05-01,ME1 BM4,1.0356
1969-04-01,1969-05-01,SMALL HiBM,-0.2188
1969-04-01,1969-05-01,ME2 BM1,-1.5543
1969-04-01,1969-05-01,ME2 BM2,-1.7876
1969-04-01,1969-05-01,ME2 BM3,-0.9082
1969-04-01,1969-05-01,ME2 BM4,0.1274
1969-04-01,1969-05-01,ME2 BM5,0.4857
1969-04-01,1969-05-01,ME3 BM1,-0.0687
1969-04-01,1969-05-01,ME3 BM2,0.7412
1969-04-01,1969-05-01,ME3 BM3,2.0094
1969-04-01,1969-05-01,ME3 BM4,0.8442
1969-04-01,1969-05-01,ME3 BM5,-1.8999
1969-04-01,1969-05-01,ME4 BM1,-0.2145
1969-04-01,1969-05-01,ME4 BM2,-0.6501
1969-04-01,1969-05-01,ME4 BM3,1.3788
1969-04-01,1969-05-01,ME4 BM4,0.8804
1969-04-01,1969-05-01,ME4 BM5,-1.7837
1969-04-01,1969-05-01,BIG LoBM,-0.4741
1969-04-01,1969-05-01,ME5 BM2,0.7437
1969-04-01,1969-05-01,ME5 BM3,0.9313
1969-04-01,1969-05-01,ME5 BM4,1.479
1969-04-01,1969-05-01,BIG HiBM,0.4113
1969-05-01,1969-06-01,SMALL LoBM,-14.2677
1969-05-01,1969-06-01,ME1 BM2,-12.9237
1969-05-01,1969-06-01,ME1 BM3,-13.716
1969-05-01,1969-06-01,ME1 BM4,-12.4097
1969-05-01,1969-06-01,SMALL HiBM,-12.32
1969-05-01,1969-06-01,ME2 BM1,-12.2263
1969-05-01,1969-06-01,ME2 BM2,-11.2883
1969-05-01,1969-06-01,ME2 BM3,-9.1653
1969-05-01,1969-06-01,ME2 BM4,-9.9535
1969-05-01,1969-06-01,ME2 BM5,-10.9554
1969-05-01,1969-06-01,ME3 BM1,-10.4243
1969-05-01,1969-06-01,ME3 BM2,-9.7468
1969-05-01,1969-06-01,ME3 BM3,-11.1383
1969-05-01,1969-06-01,ME3 BM4,-9.8357
1969-05-01,1969-06-01,ME3 BM5,-9.0776
1969-05-01,1969-06-01,ME4 BM1,-6.9713
1969-05-01,1969-06-01,ME4 BM2,-8.9336
1969-05-01,1969-06-01,ME4 BM3,-7.1906
1969-05-01,1969-06-01,ME4 BM4,-8.6922
1969-05-01,1969-06-01,ME4 BM5,-8.2273
1969-05-01,1969-06-01,BIG LoBM,-1.798
1969-05-01,1969-06-01,ME5 BM2,-6.5099
1969-05-01,1969-06-01,ME5 BM3,-7.857
1969-05-01,1969-06-01,ME5 BM4,-6.6407
1969-05-01,1969-06-01,BIG HiBM,-8.4686
1969-06-01,1969-07-01,SMALL LoBM,-13.0886
1969-06-01,1969-07-01,ME1 BM2,-11.5792
1969-06-01,1969-07-01,ME1 BM3,-10.6655
1969-06-01,1969-07-01,ME1 BM4,-10.447
1969-06-01,1969-07-01,SMALL HiBM,-7.9386
1969-06-01,1969-07-01,ME2 BM1,-10.573
1969-06-01,1969-07-01,ME2 BM2,-10.1349
1969-06-01,1969-07-01,ME2 BM3,-8.4059
1969-06-01,1969-07-01,ME2 BM4,-7.1727
1969-06-01,1969-07-01,ME2 BM5,-8.0898
1969-06-01,1969-07-01,ME3 BM1,-10.0822
1969-06-01,1969-07-01,ME3 BM2,-10.4983
1969-06-01,1969-07-01,ME3 BM3,-6.7384
1969-06-01,1969-07-01,ME3 BM4,-5.5943
1969-06-01,1969-07-01,ME3 BM5,-8.0635
1969-06-01,1969-07-01,ME4 BM1,-6.5408
1969-06-01,1969-07-01,ME4 BM2,-7.5973
1969-06-01,1969-07-01,ME4 BM3,-6.3108
1969-06-01,1969-07-01,ME4 BM4,-6.4979
1969-06-01,1969-07-01,ME4 BM5,-7.7976
1969-06-01,1969-07-01,BIG LoBM,-4.1022
1969-06-01,1969-07-01,ME5 BM2,-5.731
1969-06-01,1969-07-01,ME5 BM3,-7.1651
1969-06-01,1969-07-01,ME5 BM4,-7.481
1969-06-01,1969-07-01,BIG HiBM,-5.636
1969-07-01,1969-08-01,SMALL LoBM,5.1664
1969-07-01,1969-08-01,ME1 BM2,4.7177
1969-07-01,1969-08-01,ME1 BM3,4.7018
1969-07-01,1969-08-01,ME1 BM4,3.1948
1969-07-01,1969-08-01,SMALL HiBM,2.7792
1969-07-01,1969-08-01,ME2 BM1,7.0376
1969-07-01,1969-08-01,ME2 BM2,6.6782
1969-07-01,1969-08-01,ME2 BM3,3.9889
1969-07-01,1969-08-01,ME2 BM4,3.4015
1969-07-01,1969-08-01,ME2 BM5,3.2166
1969-07-01,1969-08-01,ME3 BM1,9.6532
1969-07-01,1969-08-01,ME3 BM2,8.8147
1969-07-01,1969-08-01,ME3 BM3,6.8607
1969-07-01,1969-08-01,ME3 BM4,2.8186
1969-07-01,1969-08-01,ME3 BM5,5.4995
1969-07-01,1969-08-01,ME4 BM1,9.5114
1969-07-01,1969-08-01,ME4 BM2,6.0438
1969-07-01,1969-08-01,ME4 BM3,3.9946
1969-07-01,1969-08-01,ME4 BM4,4.0895
1969-07-01,1969-08-01,ME4 BM5,2.3996
1969-07-01,1969-08-01,BIG LoBM,7.0853
1969-07-01,1969-08-01,ME5 BM2,4.57
1969-07-01,1969-08-01,ME5 BM3,4.0266
1969-07-01,1969-08-01,ME5 BM4,4.3748
1969-07-01,1969-08-01,BIG HiBM,1.931
1969-08-01,1969-09-01,SMALL LoBM,-2.8084
1969-08-01,1969-09-01,ME1 BM2,-4.5438
1969-08-01,1969-09-01,ME1 BM3,-5.5959
1969-08-01,1969-09-01,ME1 BM4,-2.3952
1969-08-01,1969-09-01,SMALL HiBM,-3.4413
1969-08-01,1969-09-01,ME2 BM1,1.2261
1969-08-01,1969-09-01,ME2 BM2,-0.8967
1969-08-01,1969-09-01,ME2 BM3,-1.9322
1969-08-01,1969-09-01,ME2 BM4,-0.8914
1969-08-01,1969-09-01,ME2 BM5,-1.4541
1969-08-01,1969-09-01,ME3 BM1,0.6563
1969-08-01,1969-09-01,ME3 BM2,-0.1019
1969-08-01,1969-09-01,ME3 BM3,-1.7757
1969-08-01,1969-09-01,ME3 BM4,-2.5174
1969-08-01,1969-09-01,ME3 BM5,-3.3467
1969-08-01,1969-09-01,ME4 BM1,0.3349
1969-08-01,1969-09-01,ME4 BM2,-1.068
1969-08-01,1969-09-01,ME4 BM3,-2.188
1969-08-01,1969-09-01,ME4 BM4,-3.5207
1969-08-01,1969-09-01,ME4 BM5,-3.6478
1969-08-01,1969-09-01,BIG LoBM,-0.497
1969-08-01,1969-09-01,ME5 BM2,-2.2832
1969-08-01,1969-09-01,ME5 BM3,-3.4125
1969-08-01,1969-09-01,ME5 BM4,-5.0677
1969-08-01,1969-09-01,BIG HiBM,-4.5907
1969-09-01,1969-10-01,SMALL LoBM,14.1141
1969-09-01,1969-10-01,ME1 BM2,13.013
1969-09-01,1969-10-01,ME1 BM3,9.1022
1969-09-01,1969-10-01,ME1 BM4,8.1981
1969-09-01,1969-10-01,SMALL HiBM,6.3339
1969-09-01,1969-10-01,ME2 BM1,10.962
1969-09-01,1969-10-01,ME2 BM2,8.533
1969-09-01,1969-10-01,ME2 BM3,6.6793
1969-09-01,1969-10-01,ME2 BM4,6.3694
1969-09-01,1969-10-01,ME2 BM5,7.2704
1969-09-01,1969-10-01,ME3 BM1,8.9481
1969-09-01,1969-10-01,ME3 BM2,7.4783
1969-09-01,1969-10-01,ME3 BM3,7.5712
1969-09-01,1969-10-01,ME3 BM4,9.1595
1969-09-01,1969-10-01,ME3 BM5,6.8412
1969-09-01,1969-10-01,ME4 BM1,8.9949
1969-09-01,1969-10-01,ME4 BM2,5.8591
1969-09-01,1969-10-01,ME4 BM3,8.2967
1969-09-01,1969-10-01,ME4 BM4,6.4223
1969-09-01,1969-10-01,ME4 BM5,4.9406
1969-09-01,1969-10-01,BIG LoBM,6.0671
1969-09-01,1969-10-01,ME5 BM2,5.2493
1969-09-01,1969-10-01,ME5 BM3,4.4303
1969-09-01,1969-10-01,ME5 BM4,2.1168
1969-09-01,1969-10-01,BIG HiBM,3.7795
1969-10-01,1969-11-01,SMALL LoBM,-8.737
1969-10-01,1969-11-01,ME1 BM2,-7.4096
1969-10-01,1969-11-01,ME1 BM3,-5.5209
1969-10-01,1969-11-01,ME1 BM4,-6.4609
1969-10-01,1969-11-01,SMALL HiBM,-7.3487
1969-10-01,1969-11-01,ME2 BM1,-3.3124
1969-10-01,1969-11-01,ME2 BM2,-5.3643
1969-10-01,1969-11-01,ME2 BM3,-3.3956
1969-10-01,1969-11-01,ME2 BM4,-5.819
1969-10-01,1969-11-01,ME2 BM5,-5.692
1969-10-01,1969-11-01,ME3 BM1,-4.4916
1969-10-01,1969-11-01,ME3 BM2,-4.7735
1969-10-01,1969-11-01,ME3 BM3,-6.4031
1969-10-01,1969-11-01,ME3 BM4,-3.3737
1969-10-01,1969-11-01,ME3 BM5,-5.4989
1969-10-01,1969-11-01,ME4 BM1,-2.2513
1969-10-01,1969-11-01,ME4 BM2,-3.8738
1969-10-01,1969-11-01,ME4 BM3,-2.7421
1969-10-01,1969-11-01,ME4 BM4,-5.6902
1969-10-01,1969-11-01,ME4 BM5,-5.9965
1969-10-01,1969-11-01,BIG LoBM,-1.4601
1969-10-01,1969-11-01,ME5 BM2,-3.3114
1969-10-01,1969-11-01,ME5 BM3,-3.7496
1969-10-01,1969-11-01,ME5 BM4,-4.7965
1969-10-01,1969-11-01,BIG HiBM,-1.9536
1969-11-01,1969-12-01,SMALL LoBM,-8.1961
1969-11-01,1969-12-01,ME1 BM2,-7.7478
1969-11-01,1969-12-01,ME1 BM3,-4.8766
1969-11-01,1969-12-01,ME1 BM4,-8.9008
1969-11-01,1969-12-01,SMALL HiBM,-8.6615
1969-11-01,1969-12-01,ME2 BM1,-4.5412
1969-11-01,1969-12-01,ME2 BM2,-6.174
1969-11-01,1969-12-01,ME2 BM3,-7.0568
1969-11-01,1969-12-01,ME2 BM4,-6.36
1969-11-01,1969-12-01,ME2 BM5,-5.9706
1969-11-01,1969-12-01,ME3 BM1,-2.3893
1969-11-01,1969-12-01,ME3 BM2,-2.1016
1969-11-01,1969-12-01,ME3 BM3,-3.9652
1969-11-01,1969-12-01,ME3 BM4,-5.178
1969-11-01,1969-12-01,ME3 BM5,-5.2172
1969-11-01,1969-12-01,ME4 BM1,0.6338
1969-11-01,1969-12-01,ME4 BM2,-4.654
1969-11-01,1969-12-01,ME4 BM3,-1.8191
1969-11-01,1969-12-01,ME4 BM4,-2.1398
1969-11-01,1969-12-01,ME4 BM5,-3.9922
1969-11-01,1969-12-01,BIG LoBM,0.8857
1969-11-01,1969-12-01,ME5 BM2,-1.7039
1969-11-01,1969-12-01,ME5 BM3,-1.0874
1969-11-01,1969-12-01,ME5 BM4,-2.2293
1969-11-01,1969-12-01,BIG HiBM,-5.2767
1969-12-01,1970-01-01,SMALL LoBM,-4.6172
1969-12-01,1970-01-01,ME1 BM2,-3.4023
1969-12-01,1970-01-01,ME1 BM3,-4.0822
1969-12-01,1970-01-01,ME1 BM4,-2.5366
1969-12-01,1970-01-01,SMALL HiBM,0.1015
1969-12-01,1970-01-01,ME2 BM1,-7.5478
1969-12-01,1970-01-01,ME2 BM2,-6.2394
1969-12-01,1970-01-01,ME2 BM3,-2.0779
1969-12-01,1970-01-01,ME2 BM4,-4.0998
1969-12-01,1970-01-01,ME2 BM5,-2.6395
1969-12-01,1970-01-01,ME3 BM1,-9.7122
1969-12-01,1970-01-01,ME3 BM2,-6.8913
1969-12-01,1970-01-01,ME3 BM3,-8.1552
1969-12-01,1970-01-01,ME3 BM4,-3.8098
1969-12-01,1970-01-01,ME3 BM5,-3.224
1969-12-01,1970-01-01,ME4 BM1,-7.6732
1969-12-01,1970-01-01,ME4 BM2,-11.3479
1969-12-01,1970-01-01,ME4 BM3,-7.3584
1969-12-01,1970-01-01,ME4 BM4,-6.539
1969-12-01,1970-01-01,ME4 BM5,-5.8901
1969-12-01,1970-01-01,BIG LoBM,-8.4515
1969-12-01,1970-01-01,ME5 BM2,-6.9784
1969-12-01,1970-01-01,ME5 BM3,-9.17
1969-12-01,1970-01-01,ME5 BM4,-9.0016
1969-12-01,1970-01-01,BIG HiBM,-4.2669
1970-01-01,1970-02-01,SMALL LoBM,2.1519
1970-01-01,1970-02-01,ME1 BM2,3.6365
1970-01-01,1970-02-01,ME1 BM3,4.295
1970-01-01,1970-02-01,ME1 BM4,3.2299
1970-01-01,1970-02-01,SMALL HiBM,4.3021
1970-01-01,1970-02-01,ME2 BM1,4.3856
1970-01-01,1970-02-01,ME2 BM2,2.1421
1970-01-01,1970-02-01,ME2 BM3,3.2673
1970-01-01,1970-02-01,ME2 BM4,8.1895
1970-01-01,1970-02-01,ME2 BM5,7.5262
1970-01-01,1970-02-01,ME3 BM1,3.3173
1970-01-01,1970-02-01,ME3 BM2,3.1195
1970-01-01,1970-02-01,ME3 BM3,6.264
1970-01-01,1970-02-01,ME3 BM4,5.5504
1970-01-01,1970-02-01,ME3 BM5,7.2015
1970-01-01,1970-02-01,ME4 BM1,3.6327
1970-01-01,1970-02-01,ME4 BM2,5.5284
1970-01-01,1970-02-01,ME4 BM3,6.2485
1970-01-01,1970-02-01,ME4 BM4,9.4793
1970-01-01,1970-02-01,ME4 BM5,6.9062
1970-01-01,1970-02-01,BIG LoBM,3.564
1970-01-01,1970-02-01,ME5 BM2,5.9855
1970-01-01,1970-02-01,ME5 BM3,9.1226
1970-01-01,1970-02-01,ME5 BM4,6.7011
1970-01-01,1970-02-01,BIG HiBM,8.1808
1970-02-01,1970-03-01,SMALL LoBM,-6.4272
1970-02-01,1970-03-01,ME1 BM2,-4.8792
1970-02-01,1970-03-01,ME1 BM3,-3.0926
1970-02-01,1970-03-01,ME1 BM4,0.8685
1970-02-01,1970-03-01,SMALL HiBM,-1.2987
1970-02-01,1970-03-01,ME2 BM1,-6.1622
1970-02-01,1970-03-01,ME2 BM2,-2.8824
1970-02-01,1970-03-01,ME2 BM3,-0.1703
1970-02-01,1970-03-01,ME2 BM4,-0.1462
1970-02-01,1970-03-01,ME2 BM5,0.8726
1970-02-01,1970-03-01,ME3 BM1,-3.5773
1970-02-01,1970-03-01,ME3 BM2,-1.5618
1970-02-01,1970-03-01,ME3 BM3,-0.476
1970-02-01,1970-03-01,ME3 BM4,2.1001
1970-02-01,1970-03-01,ME3 BM5,1.2784
1970-02-01,1970-03-01,ME4 BM1,-4.2607
1970-02-01,1970-03-01,ME4 BM2,0.2378
1970-02-01,1970-03-01,ME4 BM3,1.8333
1970-02-01,1970-03-01,ME4 BM4,0.269
1970-02-01,1970-03-01,ME4 BM5,2.2593
1970-02-01,1970-03-01,BIG LoBM,-2.4792
1970-02-01,1970-03-01,ME5 BM2,0.4079
1970-02-01,1970-03-01,ME5 BM3,2.3028
1970-02-01,1970-03-01,ME5 BM4,1.0346
1970-02-01,1970-03-01,BIG HiBM,1.5906
1970-03-01,1970-04-01,SMALL LoBM,-23.6734
1970-03-01,1970-04-01,ME1 BM2,-18.9231
1970-03-01,1970-04-01,ME1 BM3,-14.8771
1970-03-01,1970-04-01,ME1 BM4,-13.1027
1970-03-01,1970-04-01,SMALL HiBM,-11.997
1970-03-01,1970-04-01,ME2 BM1,-22.737
1970-03-01,1970-04-01,ME2 BM2,-17.1412
1970-03-01,1970-04-01,ME2 BM3,-14.8094
1970-03-01,1970-04-01,ME2 BM4,-10.9185
1970-03-01,1970-04-01,ME2 BM5,-11.6576
1970-03-01,1970-04-01,ME3 BM1,-19.8262
1970-03-01,1970-04-01,ME3 BM2,-15.3279
1970-03-01,1970-04-01,ME3 BM3,-13.0001
1970-03-01,1970-04-01,ME3 BM4,-9.0311
1970-03-01,1970-04-01,ME3 BM5,-10.5444
1970-03-01,1970-04-01,ME4 BM1,-15.1578
1970-03-01,1970-04-01,ME4 BM2,-14.5823
1970-03-01,1970-04-01,ME4 BM3,-9.7532
1970-03-01,1970-04-01,ME4 BM4,-9.8377
1970-03-01,1970-04-01,ME4 BM5,-9.233
1970-03-01,1970-04-01,BIG LoBM,-10.5061
1970-03-01,1970-04-01,ME5 BM2,-8.1889
1970-03-01,1970-04-01,ME5 BM3,-8.6868
1970-03-01,1970-04-01,ME5 BM4,-7.1611
1970-03-01,1970-04-01,BIG HiBM,-8.0008
1970-04-01,1970-05-01,SMALL LoBM,-10.142
1970-04-01,1970-05-01,ME1 BM2,-10.0266
1970-04-01,1970-05-01,ME1 BM3,-8.9435
1970-04-01,1970-05-01,ME1 BM4,-7.6329
1970-04-01,1970-05-01,SMALL HiBM,-10.5293
1970-04-01,1970-05-01,ME2 BM1,-13.1428
1970-04-01,1970-05-01,ME2 BM2,-8.6251
1970-04-01,1970-05-01,ME2 BM3,-10.7464
1970-04-01,1970-05-01,ME2 BM4,-8.2837
1970-04-01,1970-05-01,ME2 BM5,-8.4513
1970-04-01,1970-05-01,ME3 BM1,-11.3877
1970-04-01,1970-05-01,ME3 BM2,-11.5572
1970-04-01,1970-05-01,ME3 BM3,-12.6554
1970-04-01,1970-05-01,ME3 BM4,-6.8443
1970-04-01,1970-05-01,ME3 BM5,-8.0184
1970-04-01,1970-05-01,ME4 BM1,-10.3382
1970-04-01,1970-05-01,ME4 BM2,-10.1634
1970-04-01,1970-05-01,ME4 BM3,-7.7431
1970-04-01,1970-05-01,ME4 BM4,-6.8548
1970-04-01,1970-05-01,ME4 BM5,-7.6134
1970-04-01,1970-05-01,BIG LoBM,-8.3374
1970-04-01,1970-05-01,ME5 BM2,-5.217
1970-04-01,1970-05-01,ME5 BM3,-4.2808
1970-04-01,1970-05-01,ME5 BM4,-0.3204
1970-04-01,1970-05-01,BIG HiBM,-3.9908
1970-05-01,1970-06-01,SMALL LoBM,-12.3686
1970-05-01,1970-06-01,ME1 BM2,-8.1784
1970-05-01,1970-06-01,ME1 BM3,-7.5993
1970-05-01,1970-06-01,ME1 BM4,-8.2564
1970-05-01,1970-06-01,SMALL HiBM,-6.0529
1970-05-01,1970-06-01,ME2 BM1,-10.1739
1970-05-01,1970-06-01,ME2 BM2,-6.9929
1970-05-01,1970-06-01,ME2 BM3,-8.2166
1970-05-01,1970-06-01,ME2 BM4,-7.0806
1970-05-01,1970-06-01,ME2 BM5,-6.1664
1970-05-01,1970-06-01,ME3 BM1,-7.995
1970-05-01,1970-06-01,ME3 BM2,-5.0518
1970-05-01,1970-06-01,ME3 BM3,-5.564
1970-05-01,1970-06-01,ME3 BM4,-4.5865
1970-05-01,1970-06-01,ME3 BM5,-6.9947
1970-05-01,1970-06-01,ME4 BM1,-2.7308
1970-05-01,1970-06-01,ME4 BM2,-5.1222
1970-05-01,1970-06-01,ME4 BM3,-4.071
1970-05-01,1970-06-01,ME4 BM4,-3.262
1970-05-01,1970-06-01,ME4 BM5,-10.119
1970-05-01,1970-06-01,BIG LoBM,-6.474
1970-05-01,1970-06-01,ME5 BM2,-3.7226
1970-05-01,1970-06-01,ME5 BM3,-3.3378
1970-05-01,1970-06-01,ME5 BM4,-2.3667
1970-05-01,1970-06-01,BIG HiBM,-8.2352
1970-06-01,1970-07-01,SMALL LoBM,4.7014
1970-06-01,1970-07-01,ME1 BM2,4.8437
1970-06-01,1970-07-01,ME1 BM3,5.3807
1970-06-01,1970-07-01,ME1 BM4,6.7969
1970-06-01,1970-07-01,SMALL HiBM,3.8115
1970-06-01,1970-07-01,ME2 BM1,6.7704
1970-06-01,1970-07-01,ME2 BM2,7.9636
1970-06-01,1970-07-01,ME2 BM3,5.693
1970-06-01,1970-07-01,ME2 BM4,11.1171
1970-06-01,1970-07-01,ME2 BM5,7.2194
1970-06-01,1970-07-01,ME3 BM1,7.9241
1970-06-01,1970-07-01,ME3 BM2,6.3354
1970-06-01,1970-07-01,ME3 BM3,8.7513
1970-06-01,1970-07-01,ME3 BM4,5.5637
1970-06-01,1970-07-01,ME3 BM5,7.4306
1970-06-01,1970-07-01,ME4 BM1,6.0177
1970-06-01,1970-07-01,ME4 BM2,9.3639
1970-06-01,1970-07-01,ME4 BM3,8.7461
1970-06-01,1970-07-01,ME4 BM4,9.2207
1970-06-01,1970-07-01,ME4 BM5,11.5101
1970-06-01,1970-07-01,BIG LoBM,4.4984
1970-06-01,1970-07-01,ME5 BM2,8.1256
1970-06-01,1970-07-01,ME5 BM3,9.1008
1970-06-01,1970-07-01,ME5 BM4,10.7389
1970-06-01,1970-07-01,BIG HiBM,6.1437
1970-07-01,1970-08-01,SMALL LoBM,4.7161
1970-07-01,1970-08-01,ME1 BM2,6.7665
1970-07-01,1970-08-01,ME1 BM3,7.1699
1970-07-01,1970-08-01,ME1 BM4,6.9212
1970-07-01,1970-08-01,SMALL HiBM,6.5285
1970-07-01,1970-08-01,ME2 BM1,9.6274
1970-07-01,1970-08-01,ME2 BM2,8.0055
1970-07-01,1970-08-01,ME2 BM3,7.3924
1970-07-01,1970-08-01,ME2 BM4,7.9988
1970-07-01,1970-08-01,ME2 BM5,4.4932
1970-07-01,1970-08-01,ME3 BM1,6.0103
1970-07-01,1970-08-01,ME3 BM2,8.0921
1970-07-01,1970-08-01,ME3 BM3,5.5467
1970-07-01,1970-08-01,ME3 BM4,6.549
1970-07-01,1970-08-01,ME3 BM5,7.043
1970-07-01,1970-08-01,ME4 BM1,4.5304
1970-07-01,1970-08-01,ME4 BM2,8.0504
1970-07-01,1970-08-01,ME4 BM3,3.9224
1970-07-01,1970-08-01,ME4 BM4,5.333
1970-07-01,1970-08-01,ME4 BM5,6.9499
1970-07-01,1970-08-01,BIG LoBM,4.0923
1970-07-01,1970-08-01,ME5 BM2,5.2806
1970-07-01,1970-08-01,ME5 BM3,4.3797
1970-07-01,1970-08-01,ME5 BM4,4.9123
1970-07-01,1970-08-01,BIG HiBM,6.2326
1970-08-01,1970-09-01,SMALL LoBM,22.6809
1970-08-01,1970-09-01,ME1 BM2,16.2744
1970-08-01,1970-09-01,ME1 BM3,16.0711
1970-08-01,1970-09-01,ME1 BM4,11.3225
1970-08-01,1970-09-01,SMALL HiBM,11.5877
1970-08-01,1970-09-01,ME2 BM1,17.8326
1970-08-01,1970-09-01,ME2 BM2,17.3293
1970-08-01,1970-09-01,ME2 BM3,12.3411
1970-08-01,1970-09-01,ME2 BM4,7.0197
1970-08-01,1970-09-01,ME2 BM5,9.7608
1970-08-01,1970-09-01,ME3 BM1,14.8406
1970-08-01,1970-09-01,ME3 BM2,10.74
1970-08-01,1970-09-01,ME3 BM3,8.0828
1970-08-01,1970-09-01,ME3 BM4,5.0224
1970-08-01,1970-09-01,ME3 BM5,6.6542
1970-08-01,1970-09-01,ME4 BM1,9.527
1970-08-01,1970-09-01,ME4 BM2,6.3914
1970-08-01,1970-09-01,ME4 BM3,4.6562
1970-08-01,1970-09-01,ME4 BM4,4.0028
1970-08-01,1970-09-01,ME4 BM5,7.851
1970-08-01,1970-09-01,BIG LoBM,7.1002
1970-08-01,1970-09-01,ME5 BM2,0.3994
1970-08-01,1970-09-01,ME5 BM3,-0.3707
1970-08-01,1970-09-01,ME5 BM4,0.2546
1970-08-01,1970-09-01,BIG HiBM,4.402
1970-09-01,1970-10-01,SMALL LoBM,-11.5794
1970-09-01,1970-10-01,ME1 BM2,-6.8167
1970-09-01,1970-10-01,ME1 BM3,-11.568
1970-09-01,1970-10-01,ME1 BM4,-6.0329
1970-09-01,1970-10-01,SMALL HiBM,-4.6515
1970-09-01,1970-10-01,ME2 BM1,-4.8522
1970-09-01,1970-10-01,ME2 BM2,-7.8152
1970-09-01,1970-10-01,ME2 BM3,-6.8477
1970-09-01,1970-10-01,ME2 BM4,-3.5718
1970-09-01,1970-10-01,ME2 BM5,-4.3439
1970-09-01,1970-10-01,ME3 BM1,-5.4659
1970-09-01,1970-10-01,ME3 BM2,-4.2764
1970-09-01,1970-10-01,ME3 BM3,-6.1402
1970-09-01,1970-10-01,ME3 BM4,-2.629
1970-09-01,1970-10-01,ME3 BM5,-4.7683
1970-09-01,1970-10-01,ME4 BM1,-2.943
1970-09-01,1970-10-01,ME4 BM2,-3.9422
1970-09-01,1970-10-01,ME4 BM3,-3.1558
1970-09-01,1970-10-01,ME4 BM4,-3.4356
1970-09-01,1970-10-01,ME4 BM5,-6.3644
1970-09-01,1970-10-01,BIG LoBM,-0.1294
1970-09-01,1970-10-01,ME5 BM2,-1.125
1970-09-01,1970-10-01,ME5 BM3,-3.3186
