Frequency,Mean_Annualized_Return,Mean_Sharpe,Mean_Max_Drawdown
Daily,0.11430173621904204,0.5662289742467705,-0.4496651737648281
Monthly,0.12392188171563386,0.6922782742491229,-0.3153498817592828
