Date,RealizationDate,Portfolio,RealizedNextReturn
1933-12-01,1934-01-01,ME4 BM1,11.9279
1933-12-01,1934-01-01,ME4 BM2,15.015
1933-12-01,1934-01-01,ME4 BM3,24.6582
1933-12-01,1934-01-01,ME4 BM4,20.3429
1933-12-01,1934-01-01,ME4 BM5,28.8641
1933-12-01,1934-01-01,BIG LoBM,9.7585
1933-12-01,1934-01-01,ME5 BM2,9.4727
1933-12-01,1934-01-01,ME5 BM3,16.0664
1933-12-01,1934-01-01,ME5 BM4,17.2041
1933-12-01,1934-01-01,BIG HiBM,37.913
1934-01-01,1934-02-01,SMALL LoBM,-14.2857
1934-01-01,1934-02-01,ME1 BM2,12.0774
1934-01-01,1934-02-01,ME1 BM3,3.8285
1934-01-01,1934-02-01,ME1 BM4,9.7797
1934-01-01,1934-02-01,SMALL HiBM,6.1424
1934-01-01,1934-02-01,ME2 BM1,2.5097
1934-01-01,1934-02-01,ME2 BM2,0.5599
1934-01-01,1934-02-01,ME2 BM3,3.0523
1934-01-01,1934-02-01,ME2 BM4,-1.2104
1934-01-01,1934-02-01,ME2 BM5,9.3432
1934-01-01,1934-02-01,ME3 BM1,0.2824
1934-01-01,1934-02-01,ME3 BM2,1.9803
1934-01-01,1934-02-01,ME3 BM3,4.373
1934-01-01,1934-02-01,ME3 BM4,3.5814
1934-01-01,1934-02-01,ME3 BM5,0.3844
1934-01-01,1934-02-01,ME4 BM1,-3.3763
1934-01-01,1934-02-01,ME4 BM2,-1.587
1934-01-01,1934-02-01,ME4 BM3,-2.7066
1934-01-01,1934-02-01,ME4 BM4,0.8042
1934-01-01,1934-02-01,ME4 BM5,0.4373
1934-01-01,1934-02-01,BIG LoBM,-2.4286
1934-01-01,1934-02-01,ME5 BM2,-2.5432
1934-01-01,1934-02-01,ME5 BM3,-4.5321
1934-01-01,1934-02-01,ME5 BM4,-5.5368
1934-01-01,1934-02-01,BIG HiBM,-5.3839
1934-02-01,1934-03-01,SMALL LoBM,8.3333
1934-02-01,1934-03-01,ME1 BM2,-0.8893
1934-02-01,1934-03-01,ME1 BM3,1.7648
1934-02-01,1934-03-01,ME1 BM4,3.9274
1934-02-01,1934-03-01,SMALL HiBM,-2.1762
1934-02-01,1934-03-01,ME2 BM1,2.4157
1934-02-01,1934-03-01,ME2 BM2,1.6826
1934-02-01,1934-03-01,ME2 BM3,0.9836
1934-02-01,1934-03-01,ME2 BM4,1.2157
1934-02-01,1934-03-01,ME2 BM5,3.0666
1934-02-01,1934-03-01,ME3 BM1,6.1342
1934-02-01,1934-03-01,ME3 BM2,3.3499
1934-02-01,1934-03-01,ME3 BM3,1.2129
1934-02-01,1934-03-01,ME3 BM4,-1.2754
1934-02-01,1934-03-01,ME3 BM5,-4.4693
1934-02-01,1934-03-01,ME4 BM1,1.8531
1934-02-01,1934-03-01,ME4 BM2,1.2654
1934-02-01,1934-03-01,ME4 BM3,0.6728
1934-02-01,1934-03-01,ME4 BM4,-0.81
1934-02-01,1934-03-01,ME4 BM5,0.1178
1934-02-01,1934-03-01,BIG LoBM,-0.048
1934-02-01,1934-03-01,ME5 BM2,0.0526
1934-02-01,1934-03-01,ME5 BM3,-1.3288
1934-02-01,1934-03-01,ME5 BM4,-0.8676
1934-02-01,1934-03-01,BIG HiBM,0.5379
1934-03-01,1934-04-01,SMALL LoBM,0.0
1934-03-01,1934-04-01,ME1 BM2,2.4037
1934-03-01,1934-04-01,ME1 BM3,5.6626
1934-03-01,1934-04-01,ME1 BM4,5.571
1934-03-01,1934-04-01,SMALL HiBM,0.2466
1934-03-01,1934-04-01,ME2 BM1,7.574
1934-03-01,1934-04-01,ME2 BM2,2.9419
1934-03-01,1934-04-01,ME2 BM3,-3.5275
1934-03-01,1934-04-01,ME2 BM4,1.0808
1934-03-01,1934-04-01,ME2 BM5,-7.0056
1934-03-01,1934-04-01,ME3 BM1,-3.5273
1934-03-01,1934-04-01,ME3 BM2,-0.1441
1934-03-01,1934-04-01,ME3 BM3,-2.7159
1934-03-01,1934-04-01,ME3 BM4,-0.8467
1934-03-01,1934-04-01,ME3 BM5,-3.1955
1934-03-01,1934-04-01,ME4 BM1,-0.5214
1934-03-01,1934-04-01,ME4 BM2,0.4568
1934-03-01,1934-04-01,ME4 BM3,-0.6759
1934-03-01,1934-04-01,ME4 BM4,-5.6922
1934-03-01,1934-04-01,ME4 BM5,-6.6942
1934-03-01,1934-04-01,BIG LoBM,-2.0366
1934-03-01,1934-04-01,ME5 BM2,-1.1654
1934-03-01,1934-04-01,ME5 BM3,-2.0179
1934-03-01,1934-04-01,ME5 BM4,-5.7526
1934-03-01,1934-04-01,BIG HiBM,-5.7601
1934-04-01,1934-05-01,SMALL LoBM,-11.5385
1934-04-01,1934-05-01,ME1 BM2,-9.1744
1934-04-01,1934-05-01,ME1 BM3,-13.0676
1934-04-01,1934-05-01,ME1 BM4,-13.0519
1934-04-01,1934-05-01,SMALL HiBM,-16.3854
1934-04-01,1934-05-01,ME2 BM1,-9.0772
1934-04-01,1934-05-01,ME2 BM2,-8.6789
1934-04-01,1934-05-01,ME2 BM3,-10.8668
1934-04-01,1934-05-01,ME2 BM4,-12.3285
1934-04-01,1934-05-01,ME2 BM5,-6.3263
1934-04-01,1934-05-01,ME3 BM1,-7.0369
1934-04-01,1934-05-01,ME3 BM2,-9.3899
1934-04-01,1934-05-01,ME3 BM3,-10.293
1934-04-01,1934-05-01,ME3 BM4,-8.5271
1934-04-01,1934-05-01,ME3 BM5,-14.5021
1934-04-01,1934-05-01,ME4 BM1,-5.9702
1934-04-01,1934-05-01,ME4 BM2,-7.0101
1934-04-01,1934-05-01,ME4 BM3,-11.643
1934-04-01,1934-05-01,ME4 BM4,-8.4325
1934-04-01,1934-05-01,ME4 BM5,-15.1982
1934-04-01,1934-05-01,BIG LoBM,-6.4149
1934-04-01,1934-05-01,ME5 BM2,-6.9357
1934-04-01,1934-05-01,ME5 BM3,-6.3842
1934-04-01,1934-05-01,ME5 BM4,-13.3485
1934-04-01,1934-05-01,BIG HiBM,-18.7982
1934-05-01,1934-06-01,SMALL LoBM,-21.7391
1934-05-01,1934-06-01,ME1 BM2,-3.143
1934-05-01,1934-06-01,ME1 BM3,2.6837
1934-05-01,1934-06-01,ME1 BM4,-0.8867
1934-05-01,1934-06-01,SMALL HiBM,0.3452
1934-05-01,1934-06-01,ME2 BM1,3.9591
1934-05-01,1934-06-01,ME2 BM2,2.0899
1934-05-01,1934-06-01,ME2 BM3,-2.3864
1934-05-01,1934-06-01,ME2 BM4,-0.6749
1934-05-01,1934-06-01,ME2 BM5,-11.0249
1934-05-01,1934-06-01,ME3 BM1,3.2326
1934-05-01,1934-06-01,ME3 BM2,3.8028
1934-05-01,1934-06-01,ME3 BM3,0.2262
1934-05-01,1934-06-01,ME3 BM4,2.084
1934-05-01,1934-06-01,ME3 BM5,0.0176
1934-05-01,1934-06-01,ME4 BM1,4.0233
1934-05-01,1934-06-01,ME4 BM2,3.2307
1934-05-01,1934-06-01,ME4 BM3,2.2881
1934-05-01,1934-06-01,ME4 BM4,6.0137
1934-05-01,1934-06-01,ME4 BM5,-0.8835
1934-05-01,1934-06-01,BIG LoBM,2.1908
1934-05-01,1934-06-01,ME5 BM2,2.9109
1934-05-01,1934-06-01,ME5 BM3,3.0461
1934-05-01,1934-06-01,ME5 BM4,3.2071
1934-05-01,1934-06-01,BIG HiBM,4.8717
1934-06-01,1934-07-01,SMALL LoBM,-20.3723
1934-06-01,1934-07-01,ME1 BM2,-30.1093
1934-06-01,1934-07-01,ME1 BM3,-26.1187
1934-06-01,1934-07-01,ME1 BM4,-23.9489
1934-06-01,1934-07-01,SMALL HiBM,-24.5377
1934-06-01,1934-07-01,ME2 BM1,-20.152
1934-06-01,1934-07-01,ME2 BM2,-17.0149
1934-06-01,1934-07-01,ME2 BM3,-23.6392
1934-06-01,1934-07-01,ME2 BM4,-26.588
1934-06-01,1934-07-01,ME2 BM5,-23.8974
1934-06-01,1934-07-01,ME3 BM1,-16.5513
1934-06-01,1934-07-01,ME3 BM2,-16.6888
1934-06-01,1934-07-01,ME3 BM3,-16.6102
1934-06-01,1934-07-01,ME3 BM4,-20.0498
1934-06-01,1934-07-01,ME3 BM5,-24.2528
1934-06-01,1934-07-01,ME4 BM1,-12.3564
1934-06-01,1934-07-01,ME4 BM2,-10.0991
1934-06-01,1934-07-01,ME4 BM3,-14.0442
1934-06-01,1934-07-01,ME4 BM4,-19.3283
1934-06-01,1934-07-01,ME4 BM5,-34.9982
1934-06-01,1934-07-01,BIG LoBM,-7.0687
1934-06-01,1934-07-01,ME5 BM2,-8.2399
1934-06-01,1934-07-01,ME5 BM3,-14.6307
1934-06-01,1934-07-01,ME5 BM4,-18.3054
1934-06-01,1934-07-01,BIG HiBM,-30.843
1934-07-01,1934-08-01,SMALL LoBM,15.1231
1934-07-01,1934-08-01,ME1 BM2,18.6339
1934-07-01,1934-08-01,ME1 BM3,6.0136
1934-07-01,1934-08-01,ME1 BM4,12.1778
1934-07-01,1934-08-01,SMALL HiBM,13.7409
1934-07-01,1934-08-01,ME2 BM1,14.7217
1934-07-01,1934-08-01,ME2 BM2,7.3228
1934-07-01,1934-08-01,ME2 BM3,9.5339
1934-07-01,1934-08-01,ME2 BM4,13.5476
1934-07-01,1934-08-01,ME2 BM5,10.643
1934-07-01,1934-08-01,ME3 BM1,7.8689
1934-07-01,1934-08-01,ME3 BM2,9.265
1934-07-01,1934-08-01,ME3 BM3,8.5292
1934-07-01,1934-08-01,ME3 BM4,12.5352
1934-07-01,1934-08-01,ME3 BM5,8.8728
1934-07-01,1934-08-01,ME4 BM1,6.0569
1934-07-01,1934-08-01,ME4 BM2,6.6355
1934-07-01,1934-08-01,ME4 BM3,5.0601
1934-07-01,1934-08-01,ME4 BM4,10.5494
1934-07-01,1934-08-01,ME4 BM5,11.0095
1934-07-01,1934-08-01,BIG LoBM,5.5854
1934-07-01,1934-08-01,ME5 BM2,5.2073
1934-07-01,1934-08-01,ME5 BM3,4.7097
1934-07-01,1934-08-01,ME5 BM4,2.3771
1934-07-01,1934-08-01,BIG HiBM,8.5384
1934-08-01,1934-09-01,SMALL LoBM,-1.8045
1934-08-01,1934-09-01,ME1 BM2,-10.0535
1934-08-01,1934-09-01,ME1 BM3,-4.8455
1934-08-01,1934-09-01,ME1 BM4,-0.1601
1934-08-01,1934-09-01,SMALL HiBM,-2.6851
1934-08-01,1934-09-01,ME2 BM1,-1.9481
1934-08-01,1934-09-01,ME2 BM2,-0.2922
1934-08-01,1934-09-01,ME2 BM3,-2.6807
1934-08-01,1934-09-01,ME2 BM4,-1.7672
1934-08-01,1934-09-01,ME2 BM5,-4.3733
1934-08-01,1934-09-01,ME3 BM1,-2.0778
1934-08-01,1934-09-01,ME3 BM2,1.6596
1934-08-01,1934-09-01,ME3 BM3,-0.2532
1934-08-01,1934-09-01,ME3 BM4,-2.543
1934-08-01,1934-09-01,ME3 BM5,-0.7029
1934-08-01,1934-09-01,ME4 BM1,-1.1182
1934-08-01,1934-09-01,ME4 BM2,0.5352
1934-08-01,1934-09-01,ME4 BM3,-0.7493
1934-08-01,1934-09-01,ME4 BM4,-1.0917
1934-08-01,1934-09-01,ME4 BM5,2.069
1934-08-01,1934-09-01,BIG LoBM,0.0824
1934-08-01,1934-09-01,ME5 BM2,-0.253
1934-08-01,1934-09-01,ME5 BM3,-0.6569
1934-08-01,1934-09-01,ME5 BM4,-1.1606
1934-08-01,1934-09-01,BIG HiBM,2.3732
1934-09-01,1934-10-01,SMALL LoBM,2.8464
1934-09-01,1934-10-01,ME1 BM2,0.1706
1934-09-01,1934-10-01,ME1 BM3,-4.2055
1934-09-01,1934-10-01,ME1 BM4,-8.446
1934-09-01,1934-10-01,SMALL HiBM,-1.4934
1934-09-01,1934-10-01,ME2 BM1,-6.0012
1934-09-01,1934-10-01,ME2 BM2,1.3719
1934-09-01,1934-10-01,ME2 BM3,-1.4584
1934-09-01,1934-10-01,ME2 BM4,-1.3555
1934-09-01,1934-10-01,ME2 BM5,-4.9708
1934-09-01,1934-10-01,ME3 BM1,1.2928
1934-09-01,1934-10-01,ME3 BM2,-0.4064
1934-09-01,1934-10-01,ME3 BM3,1.2598
1934-09-01,1934-10-01,ME3 BM4,-4.2358
1934-09-01,1934-10-01,ME3 BM5,-6.7204
1934-09-01,1934-10-01,ME4 BM1,0.1744
1934-09-01,1934-10-01,ME4 BM2,0.5697
1934-09-01,1934-10-01,ME4 BM3,1.7916
1934-09-01,1934-10-01,ME4 BM4,-10.1641
1934-09-01,1934-10-01,ME4 BM5,-10.0785
1934-09-01,1934-10-01,BIG LoBM,0.6214
1934-09-01,1934-10-01,ME5 BM2,-1.8347
1934-09-01,1934-10-01,ME5 BM3,-5.6951
1934-09-01,1934-10-01,ME5 BM4,-6.1478
1934-09-01,1934-10-01,BIG HiBM,-7.2439
1934-10-01,1934-11-01,SMALL LoBM,7.2058
1934-10-01,1934-11-01,ME1 BM2,12.3791
1934-10-01,1934-11-01,ME1 BM3,28.6763
1934-10-01,1934-11-01,ME1 BM4,17.1555
1934-10-01,1934-11-01,SMALL HiBM,15.9811
1934-10-01,1934-11-01,ME2 BM1,24.9802
1934-10-01,1934-11-01,ME2 BM2,20.6614
1934-10-01,1934-11-01,ME2 BM3,18.9685
1934-10-01,1934-11-01,ME2 BM4,13.7438
1934-10-01,1934-11-01,ME2 BM5,3.881
1934-10-01,1934-11-01,ME3 BM1,13.853
1934-10-01,1934-11-01,ME3 BM2,12.723
1934-10-01,1934-11-01,ME3 BM3,13.1249
1934-10-01,1934-11-01,ME3 BM4,17.7377
1934-10-01,1934-11-01,ME3 BM5,5.214
1934-10-01,1934-11-01,ME4 BM1,13.4963
1934-10-01,1934-11-01,ME4 BM2,12.8692
1934-10-01,1934-11-01,ME4 BM3,12.2394
1934-10-01,1934-11-01,ME4 BM4,12.0713
1934-10-01,1934-11-01,ME4 BM5,6.7108
1934-10-01,1934-11-01,BIG LoBM,10.4632
1934-10-01,1934-11-01,ME5 BM2,4.4669
1934-10-01,1934-11-01,ME5 BM3,6.1575
1934-10-01,1934-11-01,ME5 BM4,11.7916
1934-10-01,1934-11-01,BIG HiBM,3.6748
1934-11-01,1934-12-01,SMALL LoBM,6.1477
1934-11-01,1934-12-01,ME1 BM2,-3.1816
1934-11-01,1934-12-01,ME1 BM3,0.7192
1934-11-01,1934-12-01,ME1 BM4,0.7982
1934-11-01,1934-12-01,SMALL HiBM,-2.4501
1934-11-01,1934-12-01,ME2 BM1,5.3581
1934-11-01,1934-12-01,ME2 BM2,2.4578
1934-11-01,1934-12-01,ME2 BM3,3.0417
1934-11-01,1934-12-01,ME2 BM4,3.6459
1934-11-01,1934-12-01,ME2 BM5,0.5664
1934-11-01,1934-12-01,ME3 BM1,3.7532
1934-11-01,1934-12-01,ME3 BM2,2.9972
1934-11-01,1934-12-01,ME3 BM3,3.7893
1934-11-01,1934-12-01,ME3 BM4,4.1835
1934-11-01,1934-12-01,ME3 BM5,-2.997
1934-11-01,1934-12-01,ME4 BM1,3.0404
1934-11-01,1934-12-01,ME4 BM2,3.946
1934-11-01,1934-12-01,ME4 BM3,3.9094
1934-11-01,1934-12-01,ME4 BM4,1.6698
1934-11-01,1934-12-01,ME4 BM5,-5.5192
1934-11-01,1934-12-01,BIG LoBM,0.7986
1934-11-01,1934-12-01,ME5 BM2,0.1982
1934-11-01,1934-12-01,ME5 BM3,-1.2764
1934-11-01,1934-12-01,ME5 BM4,-0.2728
1934-11-01,1934-12-01,BIG HiBM,-4.2897
1934-12-01,1935-01-01,SMALL LoBM,-3.9713
1934-12-01,1935-01-01,ME1 BM2,-10.8183
1934-12-01,1935-01-01,ME1 BM3,-9.9907
1934-12-01,1935-01-01,ME1 BM4,2.8108
1934-12-01,1935-01-01,SMALL HiBM,-4.8194
1934-12-01,1935-01-01,ME2 BM1,-8.9719
1934-12-01,1935-01-01,ME2 BM2,-0.8315
1934-12-01,1935-01-01,ME2 BM3,-3.1327
1934-12-01,1935-01-01,ME2 BM4,-3.8543
1934-12-01,1935-01-01,ME2 BM5,-3.2031
1934-12-01,1935-01-01,ME3 BM1,-4.4903
1934-12-01,1935-01-01,ME3 BM2,-4.6336
1934-12-01,1935-01-01,ME3 BM3,-2.7786
1934-12-01,1935-01-01,ME3 BM4,-1.5875
1934-12-01,1935-01-01,ME3 BM5,-0.9968
1934-12-01,1935-01-01,ME4 BM1,-4.3475
1934-12-01,1935-01-01,ME4 BM2,-2.6391
1934-12-01,1935-01-01,ME4 BM3,-3.4702
1934-12-01,1935-01-01,ME4 BM4,-5.8919
1934-12-01,1935-01-01,ME4 BM5,-14.5339
1934-12-01,1935-01-01,BIG LoBM,-1.9572
1934-12-01,1935-01-01,ME5 BM2,-3.8559
1934-12-01,1935-01-01,ME5 BM3,-2.5289
1934-12-01,1935-01-01,ME5 BM4,-8.663
1934-12-01,1935-01-01,BIG HiBM,-14.034
1935-01-01,1935-02-01,SMALL LoBM,-15.2535
1935-01-01,1935-02-01,ME1 BM2,-14.3711
1935-01-01,1935-02-01,ME1 BM3,-7.4853
1935-01-01,1935-02-01,ME1 BM4,-7.864
1935-01-01,1935-02-01,SMALL HiBM,-11.6328
1935-01-01,1935-02-01,ME2 BM1,-1.7326
1935-01-01,1935-02-01,ME2 BM2,-4.4273
1935-01-01,1935-02-01,ME2 BM3,-4.9325
1935-01-01,1935-02-01,ME2 BM4,-3.9395
1935-01-01,1935-02-01,ME2 BM5,-11.3576
1935-01-01,1935-02-01,ME3 BM1,0.1143
1935-01-01,1935-02-01,ME3 BM2,-3.6106
1935-01-01,1935-02-01,ME3 BM3,0.5872
1935-01-01,1935-02-01,ME3 BM4,-6.8556
1935-01-01,1935-02-01,ME3 BM5,-13.3564
1935-01-01,1935-02-01,ME4 BM1,0.2896
1935-01-01,1935-02-01,ME4 BM2,0.9237
1935-01-01,1935-02-01,ME4 BM3,0.2552
1935-01-01,1935-02-01,ME4 BM4,-10.2534
1935-01-01,1935-02-01,ME4 BM5,-21.887
1935-01-01,1935-02-01,BIG LoBM,0.232
1935-01-01,1935-02-01,ME5 BM2,-1.8545
1935-01-01,1935-02-01,ME5 BM3,-4.2419
1935-01-01,1935-02-01,ME5 BM4,-9.2257
1935-01-01,1935-02-01,BIG HiBM,-13.7848
1935-02-01,1935-03-01,SMALL LoBM,-5.4647
1935-02-01,1935-03-01,ME1 BM2,-14.6058
1935-02-01,1935-03-01,ME1 BM3,-10.563
1935-02-01,1935-03-01,ME1 BM4,-16.8184
1935-02-01,1935-03-01,SMALL HiBM,-8.6908
1935-02-01,1935-03-01,ME2 BM1,-11.1054
1935-02-01,1935-03-01,ME2 BM2,-7.4963
1935-02-01,1935-03-01,ME2 BM3,-7.8516
1935-02-01,1935-03-01,ME2 BM4,-7.1877
1935-02-01,1935-03-01,ME2 BM5,-14.089
1935-02-01,1935-03-01,ME3 BM1,-1.5194
1935-02-01,1935-03-01,ME3 BM2,-8.6404
1935-02-01,1935-03-01,ME3 BM3,-4.796
1935-02-01,1935-03-01,ME3 BM4,-10.328
1935-02-01,1935-03-01,ME3 BM5,-11.7379
1935-02-01,1935-03-01,ME4 BM1,-4.0166
1935-02-01,1935-03-01,ME4 BM2,-5.7328
1935-02-01,1935-03-01,ME4 BM3,-6.0624
1935-02-01,1935-03-01,ME4 BM4,-5.9041
1935-02-01,1935-03-01,ME4 BM5,-10.4602
1935-02-01,1935-03-01,BIG LoBM,-3.6975
1935-02-01,1935-03-01,ME5 BM2,-1.925
1935-02-01,1935-03-01,ME5 BM3,-1.2271
1935-02-01,1935-03-01,ME5 BM4,-8.8943
1935-02-01,1935-03-01,BIG HiBM,-7.109
1935-03-01,1935-04-01,SMALL LoBM,37.0073
1935-03-01,1935-04-01,ME1 BM2,0.7346
1935-03-01,1935-04-01,ME1 BM3,10.2864
1935-03-01,1935-04-01,ME1 BM4,12.2329
1935-03-01,1935-04-01,SMALL HiBM,12.2042
1935-03-01,1935-04-01,ME2 BM1,9.6309
1935-03-01,1935-04-01,ME2 BM2,10.9289
1935-03-01,1935-04-01,ME2 BM3,12.4322
1935-03-01,1935-04-01,ME2 BM4,6.0015
1935-03-01,1935-04-01,ME2 BM5,11.5809
1935-03-01,1935-04-01,ME3 BM1,4.6314
1935-03-01,1935-04-01,ME3 BM2,11.4543
1935-03-01,1935-04-01,ME3 BM3,6.2166
1935-03-01,1935-04-01,ME3 BM4,11.5241
1935-03-01,1935-04-01,ME3 BM5,10.822
1935-03-01,1935-04-01,ME4 BM1,5.8671
1935-03-01,1935-04-01,ME4 BM2,7.4853
1935-03-01,1935-04-01,ME4 BM3,5.7032
1935-03-01,1935-04-01,ME4 BM4,7.9842
1935-03-01,1935-04-01,ME4 BM5,11.4653
1935-03-01,1935-04-01,BIG LoBM,7.2718
1935-03-01,1935-04-01,ME5 BM2,10.705
1935-03-01,1935-04-01,ME5 BM3,10.9384
1935-03-01,1935-04-01,ME5 BM4,13.7142
1935-03-01,1935-04-01,BIG HiBM,15.1017
1935-04-01,1935-05-01,SMALL LoBM,-18.3239
1935-04-01,1935-05-01,ME1 BM2,-2.2941
1935-04-01,1935-05-01,ME1 BM3,7.747
1935-04-01,1935-05-01,ME1 BM4,1.488
1935-04-01,1935-05-01,SMALL HiBM,1.0221
1935-04-01,1935-05-01,ME2 BM1,-0.7795
1935-04-01,1935-05-01,ME2 BM2,0.0309
1935-04-01,1935-05-01,ME2 BM3,5.6391
1935-04-01,1935-05-01,ME2 BM4,4.8434
1935-04-01,1935-05-01,ME2 BM5,0.604
1935-04-01,1935-05-01,ME3 BM1,3.9746
1935-04-01,1935-05-01,ME3 BM2,-1.3536
1935-04-01,1935-05-01,ME3 BM3,1.1973
1935-04-01,1935-05-01,ME3 BM4,-2.2698
1935-04-01,1935-05-01,ME3 BM5,3.8945
1935-04-01,1935-05-01,ME4 BM1,0.1579
1935-04-01,1935-05-01,ME4 BM2,1.4871
1935-04-01,1935-05-01,ME4 BM3,-0.436
1935-04-01,1935-05-01,ME4 BM4,4.9361
1935-04-01,1935-05-01,ME4 BM5,2.0699
1935-04-01,1935-05-01,BIG LoBM,2.7111
1935-04-01,1935-05-01,ME5 BM2,5.446
1935-04-01,1935-05-01,ME5 BM3,4.9074
1935-04-01,1935-05-01,ME5 BM4,2.5007
1935-04-01,1935-05-01,BIG HiBM,7.3971
1935-05-01,1935-06-01,SMALL LoBM,1.6084
1935-05-01,1935-06-01,ME1 BM2,-1.044
1935-05-01,1935-06-01,ME1 BM3,-2.399
1935-05-01,1935-06-01,ME1 BM4,4.8273
1935-05-01,1935-06-01,SMALL HiBM,0.906
1935-05-01,1935-06-01,ME2 BM1,6.6387
1935-05-01,1935-06-01,ME2 BM2,8.0796
1935-05-01,1935-06-01,ME2 BM3,6.9143
1935-05-01,1935-06-01,ME2 BM4,4.0414
1935-05-01,1935-06-01,ME2 BM5,-2.5525
1935-05-01,1935-06-01,ME3 BM1,4.5638
1935-05-01,1935-06-01,ME3 BM2,10.8931
1935-05-01,1935-06-01,ME3 BM3,7.1501
1935-05-01,1935-06-01,ME3 BM4,3.7822
1935-05-01,1935-06-01,ME3 BM5,5.0845
1935-05-01,1935-06-01,ME4 BM1,5.4044
1935-05-01,1935-06-01,ME4 BM2,8.6199
1935-05-01,1935-06-01,ME4 BM3,6.4217
1935-05-01,1935-06-01,ME4 BM4,3.5809
1935-05-01,1935-06-01,ME4 BM5,1.8525
1935-05-01,1935-06-01,BIG LoBM,6.7076
1935-05-01,1935-06-01,ME5 BM2,5.5325
1935-05-01,1935-06-01,ME5 BM3,4.4667
1935-05-01,1935-06-01,ME5 BM4,7.6356
1935-05-01,1935-06-01,BIG HiBM,17.1331
1935-06-01,1935-07-01,SMALL LoBM,10.2251
1935-06-01,1935-07-01,ME1 BM2,21.4927
1935-06-01,1935-07-01,ME1 BM3,22.8513
1935-06-01,1935-07-01,ME1 BM4,15.5349
1935-06-01,1935-07-01,SMALL HiBM,11.7308
1935-06-01,1935-07-01,ME2 BM1,12.0979
1935-06-01,1935-07-01,ME2 BM2,15.1037
1935-06-01,1935-07-01,ME2 BM3,15.5884
1935-06-01,1935-07-01,ME2 BM4,13.8066
1935-06-01,1935-07-01,ME2 BM5,15.9241
1935-06-01,1935-07-01,ME3 BM1,6.7989
1935-06-01,1935-07-01,ME3 BM2,7.2236
1935-06-01,1935-07-01,ME3 BM3,12.292
1935-06-01,1935-07-01,ME3 BM4,8.0832
1935-06-01,1935-07-01,ME3 BM5,13.4033
1935-06-01,1935-07-01,ME4 BM1,7.0587
1935-06-01,1935-07-01,ME4 BM2,10.4016
1935-06-01,1935-07-01,ME4 BM3,6.4061
1935-06-01,1935-07-01,ME4 BM4,6.1647
1935-06-01,1935-07-01,ME4 BM5,18.6276
1935-06-01,1935-07-01,BIG LoBM,7.3126
1935-06-01,1935-07-01,ME5 BM2,6.1698
1935-06-01,1935-07-01,ME5 BM3,5.0105
1935-06-01,1935-07-01,ME5 BM4,12.7286
1935-06-01,1935-07-01,BIG HiBM,10.7092
1935-07-01,1935-08-01,SMALL LoBM,6.8846
1935-07-01,1935-08-01,ME1 BM2,-0.2775
1935-07-01,1935-08-01,ME1 BM3,16.2445
1935-07-01,1935-08-01,ME1 BM4,14.1726
1935-07-01,1935-08-01,SMALL HiBM,19.8916
1935-07-01,1935-08-01,ME2 BM1,8.6311
1935-07-01,1935-08-01,ME2 BM2,6.1459
1935-07-01,1935-08-01,ME2 BM3,4.5461
1935-07-01,1935-08-01,ME2 BM4,11.2008
1935-07-01,1935-08-01,ME2 BM5,13.1679
1935-07-01,1935-08-01,ME3 BM1,0.2391
1935-07-01,1935-08-01,ME3 BM2,1.3683
1935-07-01,1935-08-01,ME3 BM3,5.8044
1935-07-01,1935-08-01,ME3 BM4,5.9716
1935-07-01,1935-08-01,ME3 BM5,14.8785
1935-07-01,1935-08-01,ME4 BM1,0.757
1935-07-01,1935-08-01,ME4 BM2,0.3147
1935-07-01,1935-08-01,ME4 BM3,3.4344
1935-07-01,1935-08-01,ME4 BM4,3.5486
1935-07-01,1935-08-01,ME4 BM5,5.7013
1935-07-01,1935-08-01,BIG LoBM,2.743
1935-07-01,1935-08-01,ME5 BM2,0.9842
1935-07-01,1935-08-01,ME5 BM3,2.0053
1935-07-01,1935-08-01,ME5 BM4,3.6185
1935-07-01,1935-08-01,BIG HiBM,5.307
1935-08-01,1935-09-01,SMALL LoBM,-9.1332
1935-08-01,1935-09-01,ME1 BM2,19.8741
1935-08-01,1935-09-01,ME1 BM3,1.5672
1935-08-01,1935-09-01,ME1 BM4,8.1213
1935-08-01,1935-09-01,SMALL HiBM,-5.5027
1935-08-01,1935-09-01,ME2 BM1,10.6087
1935-08-01,1935-09-01,ME2 BM2,5.1093
1935-08-01,1935-09-01,ME2 BM3,2.9866
1935-08-01,1935-09-01,ME2 BM4,2.9929
1935-08-01,1935-09-01,ME2 BM5,1.5573
1935-08-01,1935-09-01,ME3 BM1,1.02
1935-08-01,1935-09-01,ME3 BM2,7.4595
1935-08-01,1935-09-01,ME3 BM3,5.5841
1935-08-01,1935-09-01,ME3 BM4,6.3384
1935-08-01,1935-09-01,ME3 BM5,-7.0694
1935-08-01,1935-09-01,ME4 BM1,3.1619
1935-08-01,1935-09-01,ME4 BM2,2.5965
1935-08-01,1935-09-01,ME4 BM3,1.8212
1935-08-01,1935-09-01,ME4 BM4,2.9382
1935-08-01,1935-09-01,ME4 BM5,-0.1848
1935-08-01,1935-09-01,BIG LoBM,5.4296
1935-08-01,1935-09-01,ME5 BM2,-0.9561
1935-08-01,1935-09-01,ME5 BM3,1.4988
1935-08-01,1935-09-01,ME5 BM4,0.4652
1935-08-01,1935-09-01,BIG HiBM,0.6884
